2025-12-08 08:55:11 | INFO | ================================================================================
2025-12-08 08:55:11 | INFO | KEYSTROKE DYNAMICS - ZERO TRUST TELEHEALTH PLATFORM
2025-12-08 08:55:11 | INFO | ================================================================================
2025-12-08 08:55:11 | INFO | Starting testing pipeline...
2025-12-08 08:55:12 | INFO | Loading configuration from: config.yaml
2025-12-08 08:55:13 | INFO | Configuration loaded successfully
2025-12-08 08:55:13 | INFO | Using device: cpu
2025-12-08 08:55:13 | INFO | KeystrokePreprocessor initialized
2025-12-08 08:55:13 | INFO | AnomalyDetector initialized with method: isolation_forest
2025-12-08 08:55:13 | INFO | Loading model from: models/checkpoints\best_model.pth
2025-12-08 08:55:13 | INFO | Running comprehensive tests...
2025-12-08 08:55:13 | INFO | Loading test dataset...
2025-12-08 08:55:13 | INFO | Loading DSL dataset from: Dataset\DSL-StrongPasswordData-Original_Dataset.xls
2025-12-08 08:55:14 | INFO | Loaded dataset: 20400 samples, 34 features
2025-12-08 08:55:14 | INFO | Subjects: 51
2025-12-08 08:55:14 | INFO | Splitting dataset by subject...
2025-12-08 08:55:14 | INFO | Split: Train=12000 (30 subjects), Val=4000 (10 subjects), Test=4400 (11 subjects)
2025-12-08 08:55:14 | INFO | Running preprocessing pipeline...
2025-12-08 08:55:14 | INFO | Extracting timing features...
2025-12-08 08:55:15 | INFO | Extracted 31 timing features
2025-12-08 08:55:15 | INFO | Feature types: 11 hold, 10 DD, 10 UD
2025-12-08 08:55:15 | INFO | Handling outliers...
2025-12-08 08:55:15 | INFO | Clipped 1594 outlier values
2025-12-08 08:55:15 | INFO | Computing statistical features...
2025-12-08 08:55:15 | INFO | Added 7 statistical features
2025-12-08 08:55:15 | WARNING | Scaler not fitted, fitting now...
2025-12-08 08:55:15 | INFO | Preprocessing complete: torch.Size([4400, 38])
2025-12-08 08:55:15 | INFO | Test data loaded: torch.Size([4400, 38])
2025-12-08 08:55:15 | INFO | KeystrokeEmbeddingModel initialized: 38 -> 128
2025-12-08 08:55:15 | INFO | Architecture: [256, 512, 256, 128]
2025-12-08 08:55:15 | INFO | Model loaded successfully
2025-12-08 08:55:15 | INFO | Evaluating verification performance...
2025-12-08 08:55:15 | INFO | KeystrokeVerifier initialized
2025-12-08 08:55:15 | INFO | Enrolling user: s002
2025-12-08 08:55:15 | WARNING | Insufficient samples for enrollment: 10
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | WARNING | User s002 not enrolled
2025-12-08 08:55:15 | INFO | Enrolling user: s005
2025-12-08 08:55:15 | WARNING | Insufficient samples for enrollment: 10
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | WARNING | User s005 not enrolled
2025-12-08 08:55:15 | INFO | Enrolling user: s008
2025-12-08 08:55:15 | WARNING | Insufficient samples for enrollment: 10
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | WARNING | User s008 not enrolled
2025-12-08 08:55:15 | INFO | Enrolling user: s010
2025-12-08 08:55:15 | WARNING | Insufficient samples for enrollment: 10
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
2025-12-08 08:55:15 | WARNING | User s010 not enrolled
